
Keyword: governor maggie hassan supporting efforts	score: 22.6666666667
Keyword: strengthen america	score: 3.36363636364
Keyword: america succeeds	score: 3.36363636364
Keyword: school system	score: 3.35238095238
Keyword: drilling kids	score: 3.34328358209
Keyword: kids gave	score: 3.34328358209
Keyword: kids unable	score: 3.34328358209
Keyword: disadvantaged kids	score: 3.34328358209
Keyword: youngest kids	score: 3.34328358209
Keyword: income families	score: 3.33333333333
Keyword: ravaging families	score: 3.33333333333
Keyword: england state	score: 3.33333333333
Keyword: state legislatures	score: 3.33333333333
Keyword: jackie cowell	score: 3.33333333333
Keyword: dozen friends	score: 3.33333333333
Keyword: unleashing creativity	score: 3.33333333333
Keyword: grade teacher	score: 3.33333333333
Keyword: heard stories	score: 3.33333333333
Keyword: families alike	score: 3.33333333333
Keyword: morning representing	score: 3.33333333333
Keyword: youngest children	score: 3.31818181818
Keyword: universal pre	score: 3.29166666667
Keyword: people feel	score: 3.29032258065
Keyword: people follow	score: 3.29032258065
Keyword: conscientious people	score: 3.29032258065
Keyword: leaving people	score: 3.29032258065
Keyword: school year	score: 3.28571428571
Keyword: chinese government	score: 3.27777777778
Keyword: program today	score: 3.25974025974
Keyword: talking earlier	score: 3.25
Keyword: washington sees	score: 3.25
Keyword: complex world	score: 3.25
Keyword: grandmother stepped	score: 3.25
Keyword: great point	score: 3.24242424242
Keyword: learning experience	score: 3.23333333333
Keyword: predominantly family	score: 3.22222222222
Keyword: extended family	score: 3.22222222222
Keyword: microphone coming	score: 3.2
Keyword: ranking woman	score: 3.2
Keyword: home crying	score: 3.2
Keyword: leaves 20 percent	score: 3.2
Keyword: china invests	score: 3.2
Keyword: giving back	score: 3.2
Keyword: guess back	score: 3.2
Keyword: work backwards	score: 3.17647058824
Keyword: academic work	score: 3.17647058824
Keyword: paid leave	score: 3.16666666667
Keyword: ll lead	score: 3.16666666667
Keyword: ll offer	score: 3.16666666667
Keyword: grandmothers raising	score: 3.16666666667
Keyword: local responsibility	score: 3.16666666667
Keyword: united states	score: 3.16666666667
Keyword: provide comprehensive	score: 3.16666666667
Keyword: great opportunity	score: 3.15909090909
Keyword: emotional support	score: 3.15384615385
Keyword: young kids	score: 3.14328358209
Keyword: young families	score: 3.13333333333
Keyword: biggest part	score: 3.125
Keyword: hold jobs	score: 3.125
Keyword: day kindergarten	score: 3.11904761905
Keyword: young children	score: 3.11818181818
Keyword: critical issue	score: 3.1
Keyword: law school	score: 3.08571428571
Keyword: entire country	score: 3.08333333333
Keyword: discussion today	score: 3.04545454545
Keyword: applause break	score: 3.02702702703
Keyword: raise kids	score: 3.00995024876
Keyword: medicating kids	score: 3.00995024876
Keyword: arkansas	score: 3.0
Keyword: challenge	score: 3.0
Keyword: priority nationwide	score: 3.0
Keyword: studying creativity	score: 3.0
Keyword: republicans aren	score: 3.0
Keyword: children succeed	score: 2.98484848485
Keyword: kids learn	score: 2.96828358209
Keyword: teen years	score: 2.96153846154
Keyword: parents today	score: 2.93006993007
Keyword: america today	score: 2.90909090909
Keyword: full potential	score: 2.85
Keyword: prepare kids	score: 2.84328358209
Keyword: adhd kids	score: 2.84328358209
Keyword: kids develop	score: 2.84328358209
Keyword: expect kids	score: 2.84328358209
Keyword: ll work	score: 2.8431372549
Keyword: absolutely agree	score: 2.83333333333
Keyword: state responsibility	score: 2.83333333333
Keyword: smart investment	score: 2.83333333333
Keyword: spent money	score: 2.83333333333
Keyword: long success	score: 2.83333333333
Keyword: ve paid	score: 2.81666666667
Keyword: head	score: 2.8
Keyword: make pre	score: 2.79166666667
Keyword: ll talk	score: 2.79166666667
Keyword: people believed	score: 2.79032258065
Keyword: age group	score: 2.78571428571
Keyword: kid succeed	score: 2.77777777778
Keyword: working parents	score: 2.7735042735
Keyword: important place	score: 2.75384615385
Keyword: wonderful sense	score: 2.75
Keyword: kids makes	score: 2.74328358209
Keyword: raising children	score: 2.73484848485
Keyword: spending time	score: 2.72222222222
Keyword: parents play	score: 2.71794871795
Keyword: state department	score: 2.66666666667
Keyword: families play	score: 2.66666666667
Keyword: risk communities	score: 2.66666666667
Keyword: state matter	score: 2.66666666667
Keyword: governor	score: 2.66666666667
Keyword: provide support	score: 2.65384615385
Keyword: age kids	score: 2.6289978678
Keyword: public kindergarten	score: 2.61904761905
