
Keyword: finally passing comprehensive immigration reform	score: 15.7318295739
Keyword: people deserve	score: 2.75706214689
Keyword: great education	score: 2.75294117647
Keyword: term	score: 2.75
Keyword: stacked deck	score: 2.75
Keyword: good life	score: 2.75
Keyword: asther silva	score: 2.75
Keyword: case entered	score: 2.73333333333
Keyword: immigration	score: 2.71428571429
Keyword: york pay	score: 2.70833333333
Keyword: reform	score: 2.68421052632
Keyword: journey back	score: 2.67647058824
Keyword: important things	score: 2.66666666667
Keyword: mom write	score: 2.66666666667
Keyword: ll stay	score: 2.66666666667
Keyword: ve met	score: 2.66666666667
Keyword: put faces	score: 2.65384615385
Keyword: families made	score: 2.65
Keyword: give people	score: 2.64595103578
Keyword: student debt	score: 2.64285714286
Keyword: law degree	score: 2.61904761905
Keyword: families lived	score: 2.58333333333
Keyword: strengthens families	score: 2.58333333333
Keyword: wanda unknown	score: 2.52173913043
Keyword: program	score: 2.5
Keyword: pursuing	score: 2.5
Keyword: secretary clinton	score: 2.48412698413
Keyword: proud parents	score: 2.41666666667
Keyword: give back	score: 2.39869281046
Keyword: kids don	score: 2.39097744361
Keyword: legal	score: 2.375
Keyword: finally	score: 2.33333333333
Keyword: put dreamers	score: 2.2967032967
Keyword: high	score: 2.28571428571
Keyword: path forward	score: 2.28333333333
Keyword: country don	score: 2.20050125313
Keyword: young	score: 2.0625
Keyword: established	score: 2.0
Keyword: states	score: 2.0
Keyword: breakup	score: 2.0
Keyword: executiveâ	score: 2.0
Keyword: includes	score: 2.0
Keyword: earlier	score: 2.0
Keyword: provide	score: 2.0
Keyword: plans	score: 2.0
Keyword: running	score: 2.0
Keyword: service	score: 2.0
Keyword: class	score: 2.0
Keyword: broken	score: 2.0
Keyword: stop	score: 2.0
Keyword: immigrant	score: 2.0
Keyword: avoid	score: 2.0
Keyword: monday	score: 2.0
Keyword: point	score: 2.0
Keyword: open	score: 2.0
