
Keyword: hsbc allowing drug cartels	score: 16.0
Keyword: corporate profits	score: 4.46666666667
Keyword: encourage companies	score: 4.40909090909
Keyword: class airports	score: 4.4
Keyword: major strains	score: 4.4
Keyword: major driver	score: 4.4
Keyword: expanding family	score: 4.35714285714
Keyword: incomes rose	score: 4.33333333333
Keyword: balanced budget	score: 4.33333333333
Keyword: cut taxes	score: 4.33333333333
Keyword: lifelong learning	score: 4.33333333333
Keyword: budget brinkmanship	score: 4.33333333333
Keyword: raising incomes	score: 4.33333333333
Keyword: physical capital	score: 4.33333333333
Keyword: soaring price	score: 4.33333333333
Keyword: child care	score: 4.33333333333
Keyword: high bar	score: 4.25
Keyword: improving wages	score: 4.25
Keyword: paid leave	score: 4.25
Keyword: private sector	score: 4.25
Keyword: young people	score: 4.22727272727
Keyword: share price	score: 4.20833333333
Keyword: class life	score: 4.15
Keyword: wall streeters	score: 4.14285714286
Keyword: put families	score: 4.11538461538
Keyword: good middle	score: 4.11111111111
Keyword: strong growth	score: 4.11111111111
Keyword: business community	score: 4.1
Keyword: small business	score: 4.1
Keyword: fair scheduling	score: 4.09090909091
Keyword: fair growth	score: 4.09090909091
Keyword: raise incomes	score: 4.08333333333
Keyword: tax dollars	score: 4.05555555556
Keyword: american jobs	score: 4.05
Keyword: global economy	score: 4.04545454545
Keyword: fair pay	score: 4.00757575758
Keyword: mature debate	score: 4.0
Keyword: rank 7th	score: 4.0
Keyword: battle scarred	score: 4.0
Keyword: physically formed	score: 4.0
Keyword: shareholders alike	score: 4.0
Keyword: grand entrance	score: 4.0
Keyword: commit fraud	score: 4.0
Keyword: earnings report	score: 4.0
Keyword: create jobs	score: 4.0
Keyword: commercial activity	score: 4.0
Keyword: ive called	score: 4.0
Keyword: sing endlessly	score: 4.0
Keyword: great outpouring	score: 4.0
Keyword: scott walker	score: 4.0
Keyword: big stuff	score: 4.0
Keyword: patriotic duty	score: 4.0
Keyword: auto industry	score: 4.0
Keyword: subprime mortgages	score: 4.0
Keyword: competitive globally	score: 4.0
Keyword: silicon valley	score: 4.0
Keyword: terry duffy	score: 4.0
Keyword: frequency traders	score: 4.0
Keyword: criminal wrongdoing	score: 4.0
Keyword: finance world	score: 4.0
Keyword: manufacturing base	score: 4.0
Keyword: priced lawyers	score: 4.0
Keyword: incomes rising	score: 4.0
Keyword: estimated $700 billion	score: 4.0
Keyword: show results	score: 4.0
Keyword: names stomping	score: 4.0
Keyword: planting trees	score: 4.0
Keyword: growth strategy	score: 4.0
Keyword: american life	score: 4.0
Keyword: fastest connections	score: 4.0
Keyword: marketplace focuses	score: 4.0
Keyword: buffet rule	score: 4.0
Keyword: energy superpower	score: 4.0
Keyword: greek crisis	score: 4.0
Keyword: understood profoundly	score: 4.0
Keyword: mine read	score: 4.0
Keyword: key drivers	score: 4.0
Keyword: easily slip	score: 4.0
Keyword: quick trades	score: 4.0
Keyword: nurture startups	score: 4.0
Keyword: boost productivity	score: 4.0
Keyword: gathering storm	score: 4.0
Keyword: key driver	score: 4.0
Keyword: results speak	score: 4.0
Keyword: successful corridors	score: 4.0
Keyword: entire career	score: 4.0
Keyword: modernize infrastructure	score: 4.0
Keyword: inflicted crisis	score: 4.0
Keyword: place protections	score: 4.0
Keyword: minimum wage	score: 4.0
Keyword: empowerment zones	score: 4.0
Keyword: advanced manufacturing	score: 4.0
Keyword: faith community	score: 4.0
Keyword: local governments	score: 4.0
Keyword: criminal behavior	score: 4.0
Keyword: full employment	score: 4.0
Keyword: selling products	score: 4.0
Keyword: private funds	score: 4.0
Keyword: nation matter	score: 4.0
Keyword: fiscal outlook	score: 4.0
Keyword: advantaged background	score: 4.0
Keyword: run shareholders	score: 4.0
Keyword: abraham lincoln	score: 4.0
Keyword: passing legislation	score: 4.0
Keyword: precision medicine	score: 4.0
Keyword: discouraging cut	score: 4.0
Keyword: civic groups	score: 4.0
Keyword: red tape	score: 4.0
Keyword: unleashing innovation	score: 4.0
Keyword: enters kindergarten	score: 4.0
Keyword: previous generations	score: 4.0
Keyword: small stuff	score: 4.0
Keyword: small room	score: 4.0
Keyword: bowling alley	score: 4.0
Keyword: eyed capitalism	score: 4.0
Keyword: studies show	score: 4.0
Keyword: key ingredient	score: 4.0
Keyword: crisis recedes	score: 4.0
Keyword: latino youth	score: 4.0
Keyword: downgrading blue	score: 4.0
Keyword: designing websites	score: 4.0
Keyword: felony charges	score: 4.0
Keyword: american people	score: 3.97727272727
Keyword: fair share	score: 3.96590909091
Keyword: president obama	score: 3.94545454545
Keyword: american workers	score: 3.91666666667
Keyword: decreasing pay	score: 3.91666666667
Keyword: pay dividends	score: 3.91666666667
Keyword: biggest companies	score: 3.90909090909
Keyword: lot faster	score: 3.9
Keyword: part deserve	score: 3.86666666667
Keyword: american families	score: 3.86538461538
Keyword: making decisions	score: 3.85714285714
Keyword: family member	score: 3.85714285714
Keyword: typical family	score: 3.85714285714
Keyword: households making	score: 3.85714285714
Keyword: working dad	score: 3.84615384615
Keyword: drive progress	score: 3.83333333333
Keyword: term deficits	score: 3.8125
Keyword: term politics	score: 3.8125
Keyword: term growth	score: 3.8125
Keyword: collar jobs	score: 3.8
Keyword: larger profits	score: 3.8
Keyword: sending jobs	score: 3.8
Keyword: profits overseas	score: 3.8
Keyword: business leaders	score: 3.76666666667
Keyword: heard 30 million	score: 3.75
Keyword: american workforce	score: 3.75
Keyword: government playing	score: 3.75
Keyword: trade agreements	score: 3.75
Keyword: local people	score: 3.72727272727
Keyword: hardworking people	score: 3.72727272727
Keyword: climate change	score: 3.71428571429
Keyword: technological change	score: 3.71428571429
Keyword: create millions	score: 3.7
Keyword: share profits	score: 3.675
Keyword: medical research	score: 3.66666666667
Keyword: coming weeks	score: 3.66666666667
Keyword: research shows	score: 3.66666666667
Keyword: great countries	score: 3.66666666667
Keyword: incomes rise	score: 3.66666666667
Keyword: reward longer	score: 3.66666666667
Keyword: research labs	score: 3.66666666667
Keyword: community college	score: 3.66666666667
Keyword: 24 advanced countries	score: 3.66666666667
Keyword: selling things	score: 3.66666666667
Keyword: build partnerships	score: 3.66666666667
Keyword: raise pay	score: 3.66666666667
Keyword: united states	score: 3.66666666667
Keyword: includes things	score: 3.66666666667
Keyword: business president	score: 3.64545454545
Keyword: hardworking families	score: 3.61538461538
Keyword: hardworking americans	score: 3.60869565217
Keyword: giving americans	score: 3.60869565217
Keyword: americans participate	score: 3.60869565217
Keyword: americans moving	score: 3.60869565217
Keyword: americans refinance	score: 3.60869565217
Keyword: academic institutions	score: 3.6
Keyword: national debt	score: 3.6
Keyword: aging parents	score: 3.6
Keyword: student debt	score: 3.6
Keyword: afford high	score: 3.58333333333
Keyword: good jobs	score: 3.57777777778
Keyword: reward companies	score: 3.57575757576
Keyword: build companies	score: 3.57575757576
Keyword: term investments	score: 3.5625
Keyword: small businesses	score: 3.55555555556
Keyword: 23 million jobs	score: 3.55
Keyword: entire economy	score: 3.54545454545
Keyword: greatest economy	score: 3.54545454545
Keyword: formal economy	score: 3.54545454545
Keyword: democratic president	score: 3.54545454545
Keyword: consumer economy	score: 3.54545454545
Keyword: create opportunity	score: 3.53333333333
Keyword: study hard	score: 3.52941176471
Keyword: propose ways	score: 3.5
Keyword: unused potential	score: 3.5
Keyword: empower entrepreneurs	score: 3.5
Keyword: basic bargain	score: 3.5
Keyword: years ago	score: 3.5
Keyword: empower regulators	score: 3.5
Keyword: concerned citizens	score: 3.5
Keyword: imposed tough	score: 3.5
Keyword: poverty program	score: 3.5
Keyword: bringing millions	score: 3.5
Keyword: raise wages	score: 3.5
Keyword: friendly policies	score: 3.5
Keyword: decline relative	score: 3.5
Keyword: recent decades	score: 3.5
Keyword: provide pathways	score: 3.5
Keyword: offer plans	score: 3.5
Keyword: changing world	score: 3.5
Keyword: stop careening	score: 3.5
Keyword: sees firsthand	score: 3.5
Keyword: successful ceos	score: 3.5
Keyword: everyday investors	score: 3.5
Keyword: limited consequences	score: 3.5
Keyword: senator rubio	score: 3.5
Keyword: demand thoughtful	score: 3.5
Keyword: creates entire	score: 3.5
Keyword: mess left	score: 3.5
Keyword: concentrates wealth	score: 3.5
Keyword: secure retirement	score: 3.5
Keyword: propose reforms	score: 3.5
